adm3_pcode,adm3_name,adm1_name,oblast_en,center_lon,center_lat,occupied_mar2022,dist_km,n_events_feb_apr_2022,adm3_name_en,adm3_name_uk,month,pit_total_uah,month_dt,year,month_num,post_invasion,during_occ,post_lib,log_pit
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2021-01,868616.78,2021-01-01,2021.0,1.0,0,0,0,13.674658468594748
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2021-02,2507981.11,2021-02-01,2021.0,2.0,0,0,0,14.734989047535663
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2021-03,3855264.63,2021-03-01,2021.0,3.0,0,0,0,15.164950467923473
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2021-04,5034159.88,2021-04-01,2021.0,4.0,0,0,0,15.4317574128477
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2021-05,6208446.050000001,2021-05-01,2021.0,5.0,0,0,0,15.64142135017256
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2021-06,7878794.210000001,2021-06-01,2021.0,6.0,0,0,0,15.87968555801289
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2021-07,9841329.29,2021-07-01,2021.0,7.0,0,0,0,16.102101451963982
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2021-08,11517051.19,2021-08-01,2021.0,8.0,0,0,0,16.259339294202814
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2021-09,13611779.5,2021-09-01,2021.0,9.0,0,0,0,16.426446188995396
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2021-10,14951893.7,2021-10-01,2021.0,10.0,0,0,0,16.520348585556622
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2021-11,16918935.310000002,2021-11-01,2021.0,11.0,0,0,0,16.643944044326968
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2021-12,19118266.74,2021-12-01,2021.0,12.0,0,0,0,16.766154862110774
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-01,1449267.95,2022-01-01,2022.0,1.0,0,0,0,14.186569814845319
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-02,3050392.3400000003,2022-02-01,2022.0,2.0,1,1,0,14.930781104202888
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-03,3874924.95,2022-03-01,2022.0,3.0,1,1,0,15.170037110909574
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-04,4726476.899999999,2022-04-01,2022.0,4.0,1,1,0,15.368690853072337
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-05,5764759.39,2022-05-01,2022.0,5.0,1,0,1,15.567274147942092
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-06,7076744.84,2022-06-01,2022.0,6.0,1,0,1,15.772324732890336
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-07,8842896.2,2022-07-01,2022.0,7.0,1,0,1,15.995125118476166
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-08,11008230.63,2022-08-01,2022.0,8.0,1,0,1,16.21415388090336
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-09,12478987.94,2022-09-01,2022.0,9.0,1,0,1,16.339556903200634
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-10,14004703.58,2022-10-01,2022.0,10.0,1,0,1,16.45490387255883
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-11,23697094.53,2022-11-01,2022.0,11.0,1,0,1,16.980863047118522
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2022-12,33767300.839999996,2022-12-01,2022.0,12.0,1,0,1,17.335003491035284
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2023-01,1772112.67,2023-01-01,2023.0,1.0,1,0,1,14.387683555945308
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2023-02,5814536.62,2023-02-01,2023.0,2.0,1,0,1,15.575871825726122
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2023-03,12705971.85,2023-03-01,2023.0,3.0,1,0,1,16.35758274402056
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2023-04,21465674.859999996,2023-04-01,2023.0,4.0,1,0,1,16.88196574575121
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2023-05,28741665.81,2023-05-01,2023.0,5.0,1,0,1,17.173858433106023
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2023-06,33384705.319999997,2023-06-01,2023.0,6.0,1,0,1,17.3236084584704
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2023-07,37821951.87,2023-07-01,2023.0,7.0,1,0,1,17.448400255768426
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2023-08,42812373.5,2023-08-01,2023.0,8.0,1,0,1,17.57233774259556
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2023-09,51065862.45,2023-09-01,2023.0,9.0,1,0,1,17.748626797693056
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2023-10,58463597.010000005,2023-10-01,2023.0,10.0,1,0,1,17.883914862281003
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2023-11,54829159.98,2023-11-01,2023.0,11.0,1,0,1,17.81973274505633
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2023-12,56708602.32,2023-12-01,2023.0,12.0,1,0,1,17.853436491226336
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2024-01,1631149.48,2024-01-01,2024.0,1.0,1,0,1,14.304796139762932
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2024-02,3455819.96,2024-02-01,2024.0,2.0,1,0,1,15.055570602008574
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2024-03,5028771.04,2024-03-01,2024.0,3.0,1,0,1,15.430686385035436
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2024-04,8123702.350000001,2024-04-01,2024.0,4.0,1,0,1,15.910296685752296
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2024-05,10491905.52,2024-05-01,2024.0,5.0,1,0,1,16.166114710283765
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2024-06,12434225.98,2024-06-01,2024.0,6.0,1,0,1,16.33596346843007
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2024-07,14630218.26,2024-07-01,2024.0,7.0,1,0,1,16.49859975989699
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2024-08,16695615.75,2024-08-01,2024.0,8.0,1,0,1,16.63065677287581
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2024-09,20616836.07,2024-09-01,2024.0,9.0,1,0,1,16.841618633419824
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2024-10,22987592.700000003,2024-10-01,2024.0,10.0,1,0,1,16.95046522401474
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2024-11,25928697.729999997,2024-11-01,2024.0,11.0,1,0,1,17.07086097229878
UA5902001,Bochechkivska,Sumska,Sumy,33.48042914630393,51.316741297956625,0,10.913405760308477,0,Bochechkivska,Бочечківська,2024-12,28226993.88,2024-12-01,2024.0,12.0,1,0,1,17.15578934327038
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2021-01,3846936.88,2021-01-01,2021.0,1.0,0,0,0,15.16278803395654
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2021-02,7684933.26,2021-02-01,2021.0,2.0,0,0,0,15.854772380591635
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2021-03,11391914.23,2021-03-01,2021.0,3.0,0,0,0,16.248414471419412
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2021-04,15953921.32,2021-04-01,2021.0,4.0,0,0,0,16.585215270442987
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2021-05,20318643.29,2021-05-01,2021.0,5.0,0,0,0,16.827049460437
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2021-06,25250793.76,2021-06-01,2021.0,6.0,0,0,0,17.04436818883386
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2021-07,30227319.78,2021-07-01,2021.0,7.0,0,0,0,17.224256734974833
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2021-08,34938477.56,2021-08-01,2021.0,8.0,0,0,0,17.369099317360337
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2021-09,41050742.56,2021-09-01,2021.0,9.0,0,0,0,17.53031950721876
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2021-10,46524091.7,2021-10-01,2021.0,10.0,0,0,0,17.65548085895907
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2021-11,52502318.67999999,2021-11-01,2021.0,11.0,0,0,0,17.7763679109667
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2021-12,60092756.41,2021-12-01,2021.0,12.0,0,0,0,17.91139988325862
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2022-01,3507877.26,2022-01-01,2022.0,1.0,0,0,0,15.070521928337252
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2022-02,8027534.55,2022-02-01,2022.0,2.0,1,1,0,15.898388133462939
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2022-03,11158389.489999998,2022-03-01,2022.0,3.0,1,1,0,16.22770228319038
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2022-04,14682781.29,2022-04-01,2022.0,4.0,1,1,0,16.50218609248379
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2022-05,18063753.26,2022-05-01,2022.0,5.0,1,0,1,16.70941796142608
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2022-06,22181230.35,2022-06-01,2022.0,6.0,1,0,1,16.914757054576366
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2022-07,26309302.76,2022-07-01,2022.0,7.0,1,0,1,17.08543318972448
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2022-08,29950058.37,2022-08-01,2022.0,8.0,1,0,1,17.215041864827608
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2022-09,35148530.779999994,2022-09-01,2022.0,9.0,1,0,1,17.37509340522053
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2022-10,40682089.510000005,2022-10-01,2022.0,10.0,1,0,1,17.521298516958968
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2022-11,49760758.42000001,2022-11-01,2022.0,11.0,1,0,1,17.72273726793469
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2022-12,61307942.3,2022-12-01,2022.0,12.0,1,0,1,17.93141997326199
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2023-01,4889016.37,2023-01-01,2023.0,1.0,1,0,1,15.40250189442827
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2023-02,8848238.75,2023-02-01,2023.0,2.0,1,0,1,15.995729098896136
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2023-03,12723104.45,2023-03-01,2023.0,3.0,1,0,1,16.35893022523008
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2023-04,21428662.35,2023-04-01,2023.0,4.0,1,0,1,16.880239992662684
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2023-05,25594759.49,2023-05-01,2023.0,5.0,1,0,1,17.057898220142988
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2023-06,31078606.99,2023-06-01,2023.0,6.0,1,0,1,17.252030294494173
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2023-07,35245021.77,2023-07-01,2023.0,7.0,1,0,1,17.37783487923899
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2023-08,41323080.41,2023-08-01,2023.0,8.0,1,0,1,17.536931773733347
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2023-09,47843978.55,2023-09-01,2023.0,9.0,1,0,1,17.683455848720584
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2023-10,57127235.470000006,2023-10-01,2023.0,10.0,1,0,1,17.860791556871803
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2023-11,63291083.48,2023-11-01,2023.0,11.0,1,0,1,17.963255031697116
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2023-12,70610768.55,2023-12-01,2023.0,12.0,1,0,1,18.07269323403107
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2024-01,3648563.06,2024-01-01,2024.0,1.0,1,0,1,15.10984423993418
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2024-02,7886890.81,2024-02-01,2024.0,2.0,1,0,1,15.880712674776216
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2024-03,12007921.17,2024-03-01,2024.0,3.0,1,0,1,16.301077170762106
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2024-04,16753442.74,2024-04-01,2024.0,4.0,1,0,1,16.634114391521212
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2024-05,22402807.82,2024-05-01,2024.0,5.0,1,0,1,16.92469690271413
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2024-06,28619214.02,2024-06-01,2024.0,6.0,1,0,1,17.169588904043476
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2024-07,34338859.2,2024-07-01,2024.0,7.0,1,0,1,17.35178822126947
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2024-08,41600232.370000005,2024-08-01,2024.0,8.0,1,0,1,17.543616335071526
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2024-09,49905537.02,2024-09-01,2024.0,9.0,1,0,1,17.72564253692839
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2024-10,61048360.23,2024-10-01,2024.0,10.0,1,0,1,17.92717691508126
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2024-11,67153702.88,2024-11-01,2024.0,11.0,1,0,1,18.022494637714665
UA5902003,Burynska,Sumska,Sumy,33.82646669626774,51.14905696328835,1,-9.747037974461833,2,Burynska,Буринська,2024-12,73880031.76,2024-12-01,2024.0,12.0,1,0,1,18.11795315671698
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2021-01,1535915.12,2021-01-01,2021.0,1.0,0,0,0,14.244637581823609
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2021-02,4227240.22,2021-02-01,2021.0,2.0,0,0,0,15.257060144398105
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2021-03,6816875.71,2021-03-01,2021.0,3.0,0,0,0,15.734911964513191
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2021-04,9803299.61,2021-04-01,2021.0,4.0,0,0,0,16.09822968387622
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2021-05,13684768.78,2021-05-01,2021.0,5.0,0,0,0,16.431794077516727
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2021-06,16816389.740000002,2021-06-01,2021.0,6.0,0,0,0,16.63786460803253
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2021-07,19664773.88,2021-07-01,2021.0,7.0,0,0,0,16.79433951603271
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2021-08,29000628.03,2021-08-01,2021.0,8.0,0,0,0,17.182828078405162
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2021-09,31954262.540000003,2021-09-01,2021.0,9.0,0,0,0,17.279816174016396
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2021-10,35537712.31,2021-10-01,2021.0,10.0,0,0,0,17.386105037315218
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2021-11,39013392.37,2021-11-01,2021.0,11.0,0,0,0,17.479415564882448
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2021-12,49954248.239999995,2021-12-01,2021.0,12.0,0,0,0,17.72661812931047
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2022-01,2252772.5,2022-01-01,2022.0,1.0,0,0,0,14.627672681737469
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2022-02,5542650.390000001,2022-02-01,2022.0,2.0,1,1,0,15.527983534488387
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2022-03,7084723.16,2022-03-01,2022.0,3.0,1,1,0,15.77345149739206
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2022-04,8675834.23,2022-04-01,2022.0,4.0,1,1,0,15.976052159277838
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2022-05,10657750.53,2022-05-01,2022.0,5.0,1,0,1,16.181798028562795
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2022-06,13723522.77,2022-06-01,2022.0,6.0,1,0,1,16.43462198183377
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2022-07,18197638.910000004,2022-07-01,2022.0,7.0,1,0,1,16.716802468363735
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2022-08,24798754.73,2022-08-01,2022.0,8.0,1,0,1,17.026304037699127
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2022-09,30684842.49,2022-09-01,2022.0,9.0,1,0,1,17.239279393254606
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2022-10,36660273.19,2022-10-01,2022.0,10.0,1,0,1,17.417204279616822
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2022-11,44975239.39,2022-11-01,2022.0,11.0,1,0,1,17.621622682756016
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2022-12,59406053.81000001,2022-12-01,2022.0,12.0,1,0,1,17.89990671196636
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2023-01,9131081.0,2023-01-01,2023.0,1.0,1,0,1,16.027194755954604
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2023-02,16250856.94,2023-02-01,2023.0,2.0,1,0,1,16.603656261654038
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2023-03,22134049.84,2023-03-01,2023.0,3.0,1,0,1,16.912627742722997
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2023-04,27426102.93,2023-04-01,2023.0,4.0,1,0,1,17.1270058160046
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2023-05,32286600.51,2023-05-01,2023.0,5.0,1,0,1,17.2901628882019
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2023-06,38196034.37,2023-06-01,2023.0,6.0,1,0,1,17.458242282064997
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2023-07,42917477.150000006,2023-07-01,2023.0,7.0,1,0,1,17.574789717010763
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2023-08,49931665.58,2023-08-01,2023.0,8.0,1,0,1,17.72616596024941
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2023-09,58540284.78,2023-09-01,2023.0,9.0,1,0,1,17.88522572100633
UA5902005,Duboviazivska,Sumska,Sumy,33.48113872515091,51.11942669998183,0,5.923481037995593,0,Duboviazivska,Дубов'язівська,2023-10,64830872.559999995,2023-10-01,2023.0,10.0,1,0,1,17.98729249168634
