adm3_pcode,adm3_name,adm1_name,oblast_en,center_lon,center_lat,occupied_mar2022,dist_km,n_events_feb_apr_2022,adm3_name_en,adm3_name_uk,month,pit_total_uah,month_dt,year,month_num,post_invasion,during_occ,post_lib,log_pit,pit_military_uah,pit_civilian_uah,share_military,share_civilian,pop_2022,kse_war_zone_apr2022,pit_total_pc,pit_civilian_pc,pit_military_pc,log_pit_pc,log_pit_civ_pc
UA7402003,Menska,Chernihivska,Chernihiv,32.114186845283406,51.50467120615003,1,-11.2785852894237,4,Menska,Менська,2023-06,59151260.64,2023-06-01,2023.0,6.0,1,0,1,17.895608477662467,26629218.92,32522041.720000003,0.45018852737675147,0.5498114726232486,25085.0,0.0,2358.0331130157465,1296.4736583615709,1061.5594546541759,7.766007116195868,7.168174312993165
UA7402003,Menska,Chernihivska,Chernihiv,32.114186845283406,51.50467120615003,1,-11.2785852894237,4,Menska,Менська,2023-07,67976223.52,2023-07-01,2023.0,7.0,1,0,1,18.034668562590504,29664656.65,38311566.870000005,0.4363975389317126,0.5636024610682875,25085.0,0.0,2709.835500099661,1527.2699569463825,1182.565543153279,7.905012168978061,7.331891627515789
UA7402003,Menska,Chernihivska,Chernihiv,32.114186845283406,51.50467120615003,1,-11.2785852894237,4,Menska,Менська,2023-08,80919839.81,2023-08-01,2023.0,8.0,1,0,1,18.20896960301028,37703576.2,43216263.61,0.4659373558885942,0.5340626441114058,25085.0,0.0,3225.8257847319114,1722.7930480366754,1503.0327366952363,8.079254203836618,7.452282402275984
UA7402003,Menska,Chernihivska,Chernihiv,32.114186845283406,51.50467120615003,1,-11.2785852894237,4,Menska,Менська,2023-09,99630041.17,2023-09-01,2023.0,9.0,1,0,1,18.41697430528703,51507991.36,48122049.81,0.516992573275276,0.4830074267247239,25085.0,0.0,3971.697874028304,1918.3595698624677,2053.3383041658362,8.287200708127754,7.559746852015898
UA7402003,Menska,Chernihivska,Chernihiv,32.114186845283406,51.50467120615003,1,-11.2785852894237,4,Menska,Менська,2023-10,114982163.02,2023-10-01,2023.0,10.0,1,0,1,18.560287578820716,61142903.42,53839259.599999994,0.5317598992233674,0.4682401007766326,25085.0,0.0,4583.70193422364,2146.2730556109227,2437.4288786127167,8.430480373683968,7.671953969862376
UA7402003,Menska,Chernihivska,Chernihiv,32.114186845283406,51.50467120615003,1,-11.2785852894237,4,Menska,Менська,2023-11,113602777.51,2023-11-01,2023.0,11.0,1,0,1,18.548218522667003,51507991.36,62094786.15,0.4534043312054228,0.5465956687945771,25085.0,0.0,4528.713474586407,2475.37517042057,2053.3383041658362,8.418413965833496,7.814551145113052
UA7402003,Menska,Chernihivska,Chernihiv,32.114186845283406,51.50467120615003,1,-11.2785852894237,4,Menska,Менська,2023-12,132184726.79,2023-12-01,2023.0,12.0,1,0,1,18.69971095518354,51507991.36,80676735.43,0.38966673844119687,0.6103332615588032,25085.0,0.0,5269.472863862867,3216.1345596970305,2053.3383041658362,8.569875364998348,8.076246354059961
UA7402003,Menska,Chernihivska,Chernihiv,32.114186845283406,51.50467120615003,1,-11.2785852894237,4,Menska,Менська,2024-01,4413506.13,2024-01-01,2024.0,1.0,1,0,1,15.300180198939024,0.0,4413506.13,0.0,1.0,25085.0,0.0,175.94204225632848,175.94204225632848,0.0,5.175822234072549,5.175822234072549
UA7402003,Menska,Chernihivska,Chernihiv,32.114186845283406,51.50467120615003,1,-11.2785852894237,4,Menska,Менська,2024-02,10559692.87,2024-02-01,2024.0,2.0,1,0,1,16.17255484623885,0.0,10559692.87,0.0,1.0,25085.0,0.0,420.95646282639024,420.95646282639024,0.0,6.044902140055917,6.044902140055917
UA7402003,Menska,Chernihivska,Chernihiv,32.114186845283406,51.50467120615003,1,-11.2785852894237,4,Menska,Менська,2024-03,17382208.509999998,2024-03-01,2024.0,3.0,1,0,1,16.670957799180403,0.0,17382208.51,0.0,1.0000000000000002,25085.0,0.0,692.9323703408411,692.9323703408412,0.0,6.542374506681737,6.542374506681737
