oblast,month,market_type,segment,class_label,room_count,median_uah,median_m2_uah,median_usd,median_m2_usd,listing_count,source
Chernihiv,2023-12,primary_sale,room_count,,3,2394000,28900,62498.36835922203,754.4690860215054,181,lun_ua_api_flat_history_ctype1
Chernihiv,2024-04,primary_sale,room_count,,1,1187455,29719,31000,775.8620689655172,535,lun_ua_api_flat_history_ctype1
Chernihiv,2023-05,primary_sale,room_count,,1,964400,25601,25855.227882037536,686.3426273458446,70,lun_ua_api_flat_history_ctype1
Chernihiv,2023-06,primary_sale,room_count,,3,1935138,25215,51950,676.925100671141,188,lun_ua_api_flat_history_ctype1
Chernihiv,2024-11,primary_sale,room_count,,1,1270325,31713,30500,761.4213197969543,559,lun_ua_api_flat_history_ctype1
Chernihiv,2024-12,primary_sale,room_count,,1,1311300,32402,31000.000000000004,766.0151069595803,515,lun_ua_api_flat_history_ctype1
Chernihiv,2023-10,primary_sale,room_count,,2,1659620,28225,43326.458686855505,736.8421877039551,231,lun_ua_api_flat_history_ctype1
Chernihiv,2023-07,primary_sale,room_count,,3,2027400,25754,54499.99999999999,692.3077956989247,185,lun_ua_api_flat_history_ctype1
Chernihiv,2023-11,primary_sale,room_count,,2,1562475,26750,40790.366792846886,698.3393812818169,264,lun_ua_api_flat_history_ctype1
Chernihiv,2024-02,primary_sale,room_count,,2,1800335,29315,47000,765.3061224489795,287,lun_ua_api_flat_history_ctype1
Chernihiv,2024-05,primary_sale,room_count,,2,1723725,29856,45000,779.4297635605008,507,lun_ua_api_flat_history_ctype1
Chernihiv,2023-09,primary_sale,room_count,,1,1203304,28978,31413.757995039814,756.5012400469913,346,lun_ua_api_flat_history_ctype1
Chernihiv,2024-02,primary_sale,room_count,,3,2298089,29250,59994.49999999999,763.6032438729749,174,lun_ua_api_flat_history_ctype1
Chernihiv,2023-06,primary_sale,room_count,,2,1646450,28013,44200,752.0397315436242,267,lun_ua_api_flat_history_ctype1
Chernihiv,2023-09,primary_sale,room_count,,3,2068470,26224,54000,684.6150633076622,175,lun_ua_api_flat_history_ctype1
Chernihiv,2024-01,primary_sale,room_count,,3,2394000,28804,62498.36835922203,751.9669386901027,181,lun_ua_api_flat_history_ctype1
Chernihiv,2024-08,primary_sale,room_count,,2,1782350,30843,43000,744.0972222222222,484,lun_ua_api_flat_history_ctype1
Chernihiv,2024-05,primary_sale,room_count,,3,2106775,27361,55000,714.2857142857143,355,lun_ua_api_flat_history_ctype1
Chernihiv,2024-09,primary_sale,room_count,,3,2337160,30287,56000,725.6894049346879,317,lun_ua_api_flat_history_ctype1
Chernihiv,2024-08,primary_sale,room_count,,1,1284536,31846,30989.999999999996,768.2926829268292,667,lun_ua_api_flat_history_ctype1
Chernihiv,2023-09,primary_sale,room_count,,2,1723725,28780,45000,751.343819344733,248,lun_ua_api_flat_history_ctype1
Chernihiv,2023-12,primary_sale,room_count,,2,1647115,28130,43000,734.359375,281,lun_ua_api_flat_history_ctype1
Chernihiv,2023-07,primary_sale,room_count,,1,1060200,27185,28499.999999999996,730.7693548387095,415,lun_ua_api_flat_history_ctype1
Chernihiv,2024-11,primary_sale,room_count,,2,1762213,31453,42310.02400960384,755.185877413078,388,lun_ua_api_flat_history_ctype1
Chernihiv,2023-06,primary_sale,room_count,,1,1057878,26558,28399.395973154362,712.9629530201343,430,lun_ua_api_flat_history_ctype1
Chernihiv,2023-12,primary_sale,room_count,,1,1187417,29397,30999.000000000004,767.4418604651163,367,lun_ua_api_flat_history_ctype1
Chernihiv,2024-08,primary_sale,room_count,,3,2362650,30082,56999.99999999999,725.7398637576665,366,lun_ua_api_flat_history_ctype1
Chernihiv,2024-04,primary_sale,room_count,,2,1723706,28756,44999.50000000001,750.7082152974505,446,lun_ua_api_flat_history_ctype1
Chernihiv,2024-02,primary_sale,room_count,,1,1187455,29652,31000,774.1116751269036,365,lun_ua_api_flat_history_ctype1
Chernihiv,2024-09,primary_sale,room_count,,2,1759130,31301,42150,750,384,lun_ua_api_flat_history_ctype1
Chernihiv,2024-06,primary_sale,room_count,,1,1238080,31814,30160.292326431183,775,643,lun_ua_api_flat_history_ctype1
Chernihiv,2024-06,primary_sale,room_count,,3,2298800,29409,56000.00000000001,716.4179104477611,362,lun_ua_api_flat_history_ctype1
Chernihiv,2023-08,primary_sale,room_count,,3,2120250,26789,55000.00000000001,694.9151750972763,225,lun_ua_api_flat_history_ctype1
Chernihiv,2024-03,primary_sale,room_count,,3,2135504,28315,55750,739.1946517412936,272,lun_ua_api_flat_history_ctype1
Chernihiv,2023-11,primary_sale,room_count,,1,1167150,28697,30469.912544054303,749.1823521733455,384,lun_ua_api_flat_history_ctype1
Chernihiv,2023-08,primary_sale,room_count,,2,1715475,29100,44500,754.8581063553827,327,lun_ua_api_flat_history_ctype1
Chernihiv,2024-03,primary_sale,room_count,,1,1171971,29185,30595.777313666622,761.9047619047619,532,lun_ua_api_flat_history_ctype1
Chernihiv,2024-07,primary_sale,room_count,,3,2312213,30014,55250,717.1769039418293,376,lun_ua_api_flat_history_ctype1
Chernihiv,2024-10,primary_sale,room_count,,3,2304915,30060,55500,723.8095238095237,331,lun_ua_api_flat_history_ctype1
Chernihiv,2024-07,primary_sale,room_count,,1,1294000,32400,30919.95221027479,774.1935483870967,681,lun_ua_api_flat_history_ctype1
Chernihiv,2023-10,primary_sale,room_count,,3,2106775,26127,55000,682.0809293825871,141,lun_ua_api_flat_history_ctype1
Chernihiv,2024-05,primary_sale,room_count,,1,1187455,29500,31000,770.1344472001044,656,lun_ua_api_flat_history_ctype1
Chernihiv,2023-07,primary_sale,room_count,,2,1598050,27556,42958.33333333333,740.7408602150538,283,lun_ua_api_flat_history_ctype1
Chernihiv,2023-10,primary_sale,room_count,,1,1187455,28970,31000,756.2994387155724,284,lun_ua_api_flat_history_ctype1
Chernihiv,2024-06,primary_sale,room_count,,2,1847250,31215,45000,760.4166666666667,511,lun_ua_api_flat_history_ctype1
Chernihiv,2024-04,primary_sale,room_count,,3,2106775,27902,55000,728.416402573706,285,lun_ua_api_flat_history_ctype1
Chernihiv,2024-07,primary_sale,room_count,,2,1810013,31460,43250,751.7396084095651,508,lun_ua_api_flat_history_ctype1
Chernihiv,2024-09,primary_sale,room_count,,1,1291490,32084,30945,768.7617260787991,598,lun_ua_api_flat_history_ctype1
Chernihiv,2024-12,primary_sale,room_count,,3,2398410,30546,56700.00000000001,722.1198156682029,314,lun_ua_api_flat_history_ctype1
Chernihiv,2024-09,rental,room_count,,2,7500,144,179.70528333533005,3.458430737692748,66,lun_ua_api_flat_history_ctype2
Chernihiv,2024-09,rental,room_count,,1,8000,211,191.6856355576854,5.054950987100523,66,lun_ua_api_flat_history_ctype2
Chernihiv,2024-07,rental,room_count,,1,6500,161,155.31660692951016,3.854010097506455,55,lun_ua_api_flat_history_ctype2
Chernihiv,2023-07,rental,room_count,,1,6750,158,181.4516129032258,4.239381720430107,66,lun_ua_api_flat_history_ctype2
Chernihiv,2023-12,rental,room_count,,1,5500,158,143.5843884610364,4.122039860125447,99,lun_ua_api_flat_history_ctype2
Chernihiv,2024-10,rental,room_count,,2,7000,141,168.55285335901758,3.3921771290744327,86,lun_ua_api_flat_history_ctype2
Chernihiv,2023-12,rental,room_count,,2,6000,114,156.637514684767,2.9835717082812763,75,lun_ua_api_flat_history_ctype2
Chernihiv,2024-08,rental,room_count,,1,8000,202,193.0036188178528,4.869767234061564,70,lun_ua_api_flat_history_ctype2
Chernihiv,2024-12,rental,room_count,,1,6250,178,147.75413711583926,4.198284992840015,114,lun_ua_api_flat_history_ctype2
Chernihiv,2024-05,rental,room_count,,1,7000,164,182.74376713222816,4.285188464799482,88,lun_ua_api_flat_history_ctype2
Chernihiv,2023-09,rental,room_count,,2,7000,133,182.74376713222816,3.4807466388199977,90,lun_ua_api_flat_history_ctype2
Chernihiv,2024-03,rental,room_count,,1,8000,216,208.85001957968933,5.644595123775388,78,lun_ua_api_flat_history_ctype2
Chernihiv,2023-10,rental,room_count,,1,6000,160,156.637514684767,4.174128703824565,102,lun_ua_api_flat_history_ctype2
Chernihiv,2023-08,rental,room_count,,2,7000,142,181.58236057068743,3.6710765239948127,80,lun_ua_api_flat_history_ctype2
Chernihiv,2023-09,rental,room_count,,1,7000,180,182.74376713222816,4.6991254405430105,75,lun_ua_api_flat_history_ctype2
Chernihiv,2024-11,rental,room_count,,1,6000,163,144.0576230492197,3.9015606242497,129,lun_ua_api_flat_history_ctype2
Chernihiv,2024-12,rental,room_count,,2,7000,144,165.48463356973997,3.4147622800105073,115,lun_ua_api_flat_history_ctype2
Chernihiv,2023-11,rental,room_count,,2,6000,117,156.637514684767,3.0549536614019055,83,lun_ua_api_flat_history_ctype2
Chernihiv,2023-06,rental,room_count,,1,5350,149,143.6241610738255,4.002013422818791,66,lun_ua_api_flat_history_ctype2
Chernihiv,2024-03,rental,room_count,,2,6000,113,156.637514684767,2.936953400339381,55,lun_ua_api_flat_history_ctype2
Chernihiv,2023-07,rental,room_count,,2,6750,113,181.4516129032258,3.029569892473118,58,lun_ua_api_flat_history_ctype2
Chernihiv,2023-11,rental,room_count,,1,5750,153,150.097898446678,3.994517686986033,106,lun_ua_api_flat_history_ctype2
Chernihiv,2024-11,rental,room_count,,2,7000,142,168.0672268907563,3.4169265429131803,141,lun_ua_api_flat_history_ctype2
Chernihiv,2024-10,rental,room_count,,1,6500,185,156.51336383337346,4.453407175535757,95,lun_ua_api_flat_history_ctype2
Chernihiv,2024-06,rental,room_count,,1,8000,190,194.884287454324,4.630555505300202,60,lun_ua_api_flat_history_ctype2
Chernihiv,2024-07,rental,room_count,,2,6750,138,161.29032258064515,3.28828910370129,56,lun_ua_api_flat_history_ctype2
Chernihiv,2024-01,rental,room_count,,1,5500,151,143.5843884610364,3.934557191312184,64,lun_ua_api_flat_history_ctype2
Chernihiv,2024-08,rental,room_count,,2,9000,167,217.12907117008442,4.020908725371934,61,lun_ua_api_flat_history_ctype2
Chernihiv,2023-08,rental,room_count,,1,8000,186,207.52269779507134,4.831258106355383,106,lun_ua_api_flat_history_ctype2
Chernihiv,2024-04,rental,room_count,,1,8000,200,208.85001957968933,5.2205978331810465,77,lun_ua_api_flat_history_ctype2
Chernihiv,2023-10,rental,room_count,,2,6500,127,169.69064090849758,3.309881216551364,104,lun_ua_api_flat_history_ctype2
