REP_PERIOD;FUND_TYP;COD_BUDGET;COD_INCO;NAME_INC;ZAT_AMT;PLANS_AMT;FAKT_AMT
01.2022;C;20501000000;22090200;Державне мито, не віднесене до інших категорій;300;;9.52
01.2022;T;20501000000;22090200;Державне мито, не віднесене до інших категорій;300;0;9.52
01.2022;C;20501000000;22090400;Державне мито, пов'язане з видачею та оформленням закордонних паспортів (посвідок) та паспортів громадян України;2500;;0
01.2022;T;20501000000;22090400;Державне мито, пов'язане з видачею та оформленням закордонних паспортів (посвідок) та паспортів громадян України;2500;0;0
01.2022;C;20501000000;24060300;Інші надходження;4500;;0
01.2022;T;20501000000;24060300;Інші надходження;4500;0;0
01.2022;S;20501000000;25010000;Надходження від плати за послуги, що надаються бюджетними установами згідно із законодавством;811700;811700;21219
01.2022;T;20501000000;25010000;Надходження від плати за послуги, що надаються бюджетними установами згідно із законодавством;811700;811700;21219
01.2022;S;20501000000;25020000;Інші джерела власних надходжень бюджетних установ;0;0;1000
01.2022;T;20501000000;25020000;Інші джерела власних надходжень бюджетних установ;0;0;1000
01.2022;C;20501000000;41020100;Базова дотація;2656500;;221400
01.2022;T;20501000000;41020100;Базова дотація;2656500;0;221400
01.2022;C;20501000000;41033900;Освітня субвенція з державного бюджету місцевим бюджетам;22011200;;1694900
01.2022;T;20501000000;41033900;Освітня субвенція з державного бюджету місцевим бюджетам;22011200;0;1694900
01.2022;C;20501000000;41040200;Дотація з місцевого бюджету на здійснення переданих з державного бюджету видатків з утримання закладів освіти та охорони здоров'я за рахунок відповідної додаткової дотації з державного бюджету;748900;;62400
01.2022;T;20501000000;41040200;Дотація з місцевого бюджету на здійснення переданих з державного бюджету видатків з утримання закладів освіти та охорони здоров'я за рахунок відповідної додаткової дотації з державного бюджету;748900;0;62400
01.2022;C;20501000000;41051000;Субвенція з місцевого бюджету на здійснення переданих видатків у сфері освіти за рахунок коштів освітньої субвенції;1420541;;50644.46
01.2022;T;20501000000;41051000;Субвенція з місцевого бюджету на здійснення переданих видатків у сфері освіти за рахунок коштів освітньої субвенції;1420541;0;50644.46
