REP_PERIOD;FUND_TYP;COD_BUDGET;COD_INCO;NAME_INC;ZAT_AMT;PLANS_AMT;FAKT_AMT
01.2024;C;2052300000;11010100;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку у вигляді заробітної плати;2400000;;155696.47
01.2024;T;2052300000;41053900;Інші субвенції з місцевого бюджету;540610;0;25500
01.2024;C;2052300000;11010500;Податок на доходи фізичних осіб, що сплачується фізичними особами за результатами річного декларування;0;;228.14
01.2024;T;2052300000;11010500;Податок на доходи фізичних осіб, що сплачується фізичними особами за результатами річного декларування;0;0;228.14
01.2024;C;2052300000;18010400;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів нежитлової нерухомості;15000;;0
01.2024;T;2052300000;18010400;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів нежитлової нерухомості;15000;0;0
01.2024;C;2052300000;18010500;Земельний податок з юридичних осіб;11200;;1278.15
01.2024;T;2052300000;18010500;Земельний податок з юридичних осіб;11200;0;1278.15
01.2024;C;2052300000;18010600;Орендна плата з юридичних осіб;48000;;4341.43
01.2024;T;2052300000;18010600;Орендна плата з юридичних осіб;48000;0;4341.43
01.2024;C;2052300000;18010900;Орендна плата з фізичних осіб;0;;1468
01.2024;T;2052300000;18010900;Орендна плата з фізичних осіб;0;0;1468
01.2024;C;2052300000;18011100;Транспортний податок з юридичних осіб;25000;;6250
01.2024;T;2052300000;18011100;Транспортний податок з юридичних осіб;25000;0;6250
01.2024;C;2052300000;18050400;Єдиний податок з фізичних осіб;350000;;256570.98
01.2024;T;2052300000;18050400;Єдиний податок з фізичних осіб;350000;0;256570.98
01.2024;C;2052300000;18050500;"Єдиний податок з сільськогосподарських товаровиробників, у яких частка сільськогосподарського товаровиробництва за попередній податковий (звітний) рік дорівнює або перевищує 75 відсотків""";0;;2756.25
01.2024;T;2052300000;18050500;"Єдиний податок з сільськогосподарських товаровиробників, у яких частка сільськогосподарського товаровиробництва за попередній податковий (звітний) рік дорівнює або перевищує 75 відсотків""";0;0;2756.25
01.2024;S;2052300000;25010000;Надходження від плати за послуги, що надаються бюджетними установами згідно із законодавством;0;0;843
01.2024;T;2052300000;25010000;Надходження від плати за послуги, що надаються бюджетними установами згідно із законодавством;0;0;843
01.2024;C;2052300000;41020100;Базова дотація;7785600;;648800
01.2024;T;2052300000;41020100;Базова дотація;7785600;0;648800
01.2024;C;2052300000;41021400;Додаткова дотація з державного бюджету місцевим бюджетам на здійснення повноважень органів місцевого самоврядування на деокупованих, тимчасово окупованих та інших територіях України, що зазнали негативного впливу у зв'язку з повномасштабною збройною агресією Російської Федерації;6955100;;1159200
01.2024;T;2052300000;41021400;Додаткова дотація з державного бюджету місцевим бюджетам на здійснення повноважень органів місцевого самоврядування на деокупованих, тимчасово окупованих та інших територіях України, що зазнали негативного впливу у зв'язку з повномасштабною збройною агресією Російської Федерації;6955100;0;1159200
01.2024;C;2052300000;41033900;Освітня субвенція з державного бюджету місцевим бюджетам;16613100;;1205900
01.2024;T;2052300000;41033900;Освітня субвенція з державного бюджету місцевим бюджетам;16613100;0;1205900
01.2024;C;2052300000;41040200;Дотація з місцевого бюджету на здійснення переданих з державного бюджету видатків з утримання закладів освіти та охорони здоров'я за рахунок відповідної додаткової дотації з державного бюджету;851200;;70933
01.2024;T;2052300000;41040200;Дотація з місцевого бюджету на здійснення переданих з державного бюджету видатків з утримання закладів освіти та охорони здоров'я за рахунок відповідної додаткової дотації з державного бюджету;851200;0;70933
01.2024;C;2052300000;41053900;Інші субвенції з місцевого бюджету;540610;;25500
01.2024;T;2052300000;11010100;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку у вигляді заробітної плати;2400000;0;155696.47
02.2024;C;2052300000;11010100;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку у вигляді заробітної плати;2400000;;357025.33
02.2024;T;2052300000;41053900;Інші субвенції з місцевого бюджету;540610;0;82616
02.2024;C;2052300000;11010500;Податок на доходи фізичних осіб, що сплачується фізичними особами за результатами річного декларування;0;;228.14
02.2024;T;2052300000;11010500;Податок на доходи фізичних осіб, що сплачується фізичними особами за результатами річного декларування;0;0;228.14
02.2024;C;2052300000;13010200;Рентна плата за спеціальне використання лісових ресурсів (крім рентної плати за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування);0;;1110.71
02.2024;T;2052300000;13010200;Рентна плата за спеціальне використання лісових ресурсів (крім рентної плати за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування);0;0;1110.71
02.2024;C;2052300000;18010400;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів нежитлової нерухомості;15000;;0
02.2024;T;2052300000;18010400;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів нежитлової нерухомості;15000;0;0
02.2024;C;2052300000;18010500;Земельний податок з юридичних осіб;11200;;4798.29
02.2024;T;2052300000;18010500;Земельний податок з юридичних осіб;11200;0;4798.29
02.2024;C;2052300000;18010600;Орендна плата з юридичних осіб;48000;;89421.1
02.2024;T;2052300000;18010600;Орендна плата з юридичних осіб;48000;0;89421.1
02.2024;C;2052300000;18010900;Орендна плата з фізичних осіб;0;;1468
02.2024;T;2052300000;18010900;Орендна плата з фізичних осіб;0;0;1468
02.2024;C;2052300000;18011100;Транспортний податок з юридичних осіб;25000;;6250
02.2024;T;2052300000;18011100;Транспортний податок з юридичних осіб;25000;0;6250
02.2024;C;2052300000;18050400;Єдиний податок з фізичних осіб;350000;;293606.92
02.2024;T;2052300000;18050400;Єдиний податок з фізичних осіб;350000;0;293606.92
02.2024;C;2052300000;18050500;"Єдиний податок з сільськогосподарських товаровиробників, у яких частка сільськогосподарського товаровиробництва за попередній податковий (звітний) рік дорівнює або перевищує 75 відсотків""";0;;2756.25
02.2024;T;2052300000;18050500;"Єдиний податок з сільськогосподарських товаровиробників, у яких частка сільськогосподарського товаровиробництва за попередній податковий (звітний) рік дорівнює або перевищує 75 відсотків""";0;0;2756.25
02.2024;S;2052300000;25010000;Надходження від плати за послуги, що надаються бюджетними установами згідно із законодавством;0;0;843
02.2024;T;2052300000;25010000;Надходження від плати за послуги, що надаються бюджетними установами згідно із законодавством;0;0;843
02.2024;S;2052300000;25020000;Інші джерела власних надходжень бюджетних установ;0;493662.14;493662.14
