REP_PERIOD;FUND_TYP;COD_BUDGET;COD_INCO;NAME_INC;ZAT_AMT;PLANS_AMT;FAKT_AMT
01.2024;S;1851200000;25010000;Надходження від плати за послуги, що надаються бюджетними установами згідно із законодавством;932850;932850;18004.94
01.2024;T;1851200000;25010000;Надходження від плати за послуги, що надаються бюджетними установами згідно із законодавством;932850;932850;18004.94
01.2024;S;1851200000;25020000;Інші джерела власних надходжень бюджетних установ;0;64415.31;64415.31
01.2024;T;1851200000;25020000;Інші джерела власних надходжень бюджетних установ;0;64415.31;64415.31
01.2024;C;1851200000;41021400;Додаткова дотація з державного бюджету місцевим бюджетам на здійснення повноважень органів місцевого самоврядування на деокупованих, тимчасово окупованих та інших територіях України, що зазнали негативного впливу у зв'язку з повномасштабною збройною агресією Російської Федерації;11624600;;1937400
01.2024;T;1851200000;41021400;Додаткова дотація з державного бюджету місцевим бюджетам на здійснення повноважень органів місцевого самоврядування на деокупованих, тимчасово окупованих та інших територіях України, що зазнали негативного впливу у зв'язку з повномасштабною збройною агресією Російської Федерації;11624600;0;1937400
01.2024;C;1851200000;41033900;Освітня субвенція з державного бюджету місцевим бюджетам;14040200;;1019100
01.2024;T;1851200000;41033900;Освітня субвенція з державного бюджету місцевим бюджетам;14040200;0;1019100
01.2024;C;1851200000;11010100;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку у вигляді заробітної плати;21800000;;1837156.34
01.2024;T;1851200000;11010100;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку у вигляді заробітної плати;21800000;0;1837156.34
01.2024;C;1851200000;11010400;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку інших ніж заробітна плата;6100000;;186608.37
01.2024;T;1851200000;11010400;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку інших ніж заробітна плата;6100000;0;186608.37
01.2024;C;1851200000;11010500;Податок на доходи фізичних осіб, що сплачується фізичними особами за результатами річного декларування;9000;;2150.83
01.2024;T;1851200000;11010500;Податок на доходи фізичних осіб, що сплачується фізичними особами за результатами річного декларування;9000;0;2150.83
01.2024;C;1851200000;11011300;Податок на доходи фізичних осіб у вигляді мінімального податкового зобов'язання, що підлягає сплаті фізичними особами;35000;;1262.67
01.2024;T;1851200000;11011300;Податок на доходи фізичних осіб у вигляді мінімального податкового зобов'язання, що підлягає сплаті фізичними особами;35000;0;1262.67
01.2024;C;1851200000;13010100;Рентна плата за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування;5000;;0
01.2024;T;1851200000;13010100;Рентна плата за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування;5000;0;0
01.2024;C;1851200000;13010200;Рентна плата за спеціальне використання лісових ресурсів (крім рентної плати за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування);7200;;0
01.2024;T;1851200000;13010200;Рентна плата за спеціальне використання лісових ресурсів (крім рентної плати за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування);7200;0;0
01.2024;C;1851200000;13030100;Рентна плата за користування надрами для видобування інших корисних копалин загальнодержавного значення;1400;;205.57
01.2024;T;1851200000;13030100;Рентна плата за користування надрами для видобування інших корисних копалин загальнодержавного значення;1400;0;205.57
01.2024;C;1851200000;14021900;Пальне;600000;;73143.67
01.2024;T;1851200000;14021900;Пальне;600000;0;73143.67
01.2024;C;1851200000;14031900;Пальне;2085700;;448416.63
01.2024;T;1851200000;14031900;Пальне;2085700;0;448416.63
01.2024;C;1851200000;14040100;Акцизний податок з реалізації виробниками та/або імпортерами, у тому числі в роздрібній торгівлі тютюнових виробів, тютюну та промислових замінників тютюну, рідин, що використовуються в електронних сигаретах, що оподатковується згідно з підпунктом 213.1.14 пункту 213.1 статті 213 Податкового кодексу України;120500;;25712.13
01.2024;T;1851200000;14040100;Акцизний податок з реалізації виробниками та/або імпортерами, у тому числі в роздрібній торгівлі тютюнових виробів, тютюну та промислових замінників тютюну, рідин, що використовуються в електронних сигаретах, що оподатковується згідно з підпунктом 213.1.14 пункту 213.1 статті 213 Податкового кодексу України;120500;0;25712.13
01.2024;C;1851200000;14040200;Акцизний податок з реалізації суб'єктами господарювання роздрібної торгівлі підакцизних товарів (крім тих, що оподатковуються згідно з підпунктом 213.1.14 пункту 213.1 статті 213 Податкового кодексу України);170000;;11553
01.2024;T;1851200000;14040200;Акцизний податок з реалізації суб'єктами господарювання роздрібної торгівлі підакцизних товарів (крім тих, що оподатковуються згідно з підпунктом 213.1.14 пункту 213.1 статті 213 Податкового кодексу України);170000;0;11553
01.2024;C;1851200000;18010100;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів житлової нерухомості;2600;;256.44
01.2024;T;1851200000;18010100;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів житлової нерухомості;2600;0;256.44
01.2024;C;1851200000;18010200;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів житлової нерухомості;2100;;1484.68
01.2024;T;1851200000;18010200;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів житлової нерухомості;2100;0;1484.68
01.2024;C;1851200000;18010300;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів нежитлової нерухомості;74260;;0
01.2024;T;1851200000;18010300;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів нежитлової нерухомості;74260;0;0
01.2024;C;1851200000;18010400;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів нежитлової нерухомості;250000;;56257.27
01.2024;T;1851200000;18010400;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів нежитлової нерухомості;250000;0;56257.27
01.2024;C;1851200000;18010500;Земельний податок з юридичних осіб;430000;;35577.85
01.2024;T;1851200000;18010500;Земельний податок з юридичних осіб;430000;0;35577.85
01.2024;C;1851200000;18010600;Орендна плата з юридичних осіб;8122009;;650385.57
01.2024;T;1851200000;18010600;Орендна плата з юридичних осіб;8122009;0;650385.57
01.2024;C;1851200000;18010700;Земельний податок з фізичних осіб;543000;;83493.95
01.2024;T;1851200000;18010700;Земельний податок з фізичних осіб;543000;0;83493.95
01.2024;C;1851200000;18010900;Орендна плата з фізичних осіб;896459;;56426.85
01.2024;T;1851200000;18010900;Орендна плата з фізичних осіб;896459;0;56426.85
01.2024;C;1851200000;18050300;Єдиний податок з юридичних осіб;725000;;4273
01.2024;T;1851200000;18050300;Єдиний податок з юридичних осіб;725000;0;4273
01.2024;C;1851200000;18050400;Єдиний податок з фізичних осіб;1300000;;198993.41
01.2024;T;1851200000;18050400;Єдиний податок з фізичних осіб;1300000;0;198993.41
01.2024;C;1851200000;18050500;"Єдиний податок з сільськогосподарських товаровиробників, у яких частка сільськогосподарського товаровиробництва за попередній податковий (звітний) рік дорівнює або перевищує 75 відсотків""";5900000;;685032.2
01.2024;T;1851200000;18050500;"Єдиний податок з сільськогосподарських товаровиробників, у яких частка сільськогосподарського товаровиробництва за попередній податковий (звітний) рік дорівнює або перевищує 75 відсотків""";5900000;0;685032.2
