REP_PERIOD;FUND_TYP;COD_BUDGET;COD_INCO;NAME_INC;ZAT_AMT;PLANS_AMT;FAKT_AMT
01.2021;C;18503000000;41020100;Базова дотація;4527800;;377300
01.2021;T;18503000000;41020100;Базова дотація;4527800;0;377300
01.2021;C;18503000000;41033900;Освітня субвенція з державного бюджету місцевим бюджетам;12458800;;777700
01.2021;T;18503000000;41033900;Освітня субвенція з державного бюджету місцевим бюджетам;12458800;0;777700
01.2021;C;18503000000;41051200;Субвенція з місцевого бюджету на надання державної підтримки особам з особливими освітніми потребами за рахунок відповідної субвенції з державного бюджету;65880;;3265
01.2021;T;18503000000;41051200;Субвенція з місцевого бюджету на надання державної підтримки особам з особливими освітніми потребами за рахунок відповідної субвенції з державного бюджету;65880;0;3265
01.2021;C;18503000000;41053900;Інші субвенції з місцевого бюджету;135264;;0
01.2021;T;18503000000;41053900;Інші субвенції з місцевого бюджету;135264;0;0
01.2021;S;18503000000;50110000;Цільові фонди, утворені Верховною Радою Автономної Республіки Крим, органами місцевого самоврядування та місцевими органами виконавчої влади;50000;0;0
01.2021;T;18503000000;50110000;Цільові фонди, утворені Верховною Радою Автономної Республіки Крим, органами місцевого самоврядування та місцевими органами виконавчої влади;50000;0;0
01.2021;C;18503000000;11010100;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку у вигляді заробітної плати;7427609;;549489.2
01.2021;T;18503000000;11010100;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку у вигляді заробітної плати;7427609;0;549489.2
01.2021;C;18503000000;11010200;Податок на доходи фізичних осіб з грошового забезпечення, грошових винагород та інших виплат, одержаних військовослужбовцями та особами рядового і начальницького складу, що сплачується податковими агентами;758828;;63901.51
01.2021;T;18503000000;11010200;Податок на доходи фізичних осіб з грошового забезпечення, грошових винагород та інших виплат, одержаних військовослужбовцями та особами рядового і начальницького складу, що сплачується податковими агентами;758828;0;63901.51
01.2021;C;18503000000;11010400;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку інших ніж заробітна плата;1242477;;78934.69
01.2021;T;18503000000;11010400;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку інших ніж заробітна плата;1242477;0;78934.69
