REP_PERIOD;FUND_TYP;COD_BUDGET;COD_INCO;NAME_INC;ZAT_AMT;PLANS_AMT;FAKT_AMT
01.2024;C;2555200000;41020100;Базова дотація;12576100;;1048000
01.2024;T;2555200000;41020100;Базова дотація;12576100;0;1048000
01.2024;C;2555200000;41033900;Освітня субвенція з державного бюджету місцевим бюджетам;18173600;;1319100
01.2024;T;2555200000;41033900;Освітня субвенція з державного бюджету місцевим бюджетам;18173600;0;1319100
01.2024;C;2555200000;41053900;Інші субвенції з місцевого бюджету;7600;;0
01.2024;T;2555200000;41053900;Інші субвенції з місцевого бюджету;7600;0;0
01.2024;C;2555200000;11010100;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку у вигляді заробітної плати;11500000;;674207.46
01.2024;T;2555200000;11010100;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку у вигляді заробітної плати;11500000;0;674207.46
01.2024;C;2555200000;11010400;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку інших ніж заробітна плата;3500000;;809556.19
01.2024;T;2555200000;11010400;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку інших ніж заробітна плата;3500000;0;809556.19
01.2024;C;2555200000;11010500;Податок на доходи фізичних осіб, що сплачується фізичними особами за результатами річного декларування;50000;;-2189.85
01.2024;T;2555200000;11010500;Податок на доходи фізичних осіб, що сплачується фізичними особами за результатами річного декларування;50000;0;-2189.85
01.2024;C;2555200000;11020200;Податок на прибуток підприємств та фінансових установ комунальної власності;26000;;0
01.2024;T;2555200000;11020200;Податок на прибуток підприємств та фінансових установ комунальної власності;26000;0;0
01.2024;C;2555200000;13010100;Рентна плата за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування;370000;;0
01.2024;T;2555200000;13010100;Рентна плата за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування;370000;0;0
01.2024;C;2555200000;13010200;Рентна плата за спеціальне використання лісових ресурсів (крім рентної плати за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування);30000;;0
01.2024;T;2555200000;13010200;Рентна плата за спеціальне використання лісових ресурсів (крім рентної плати за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування);30000;0;0
01.2024;C;2555200000;13030100;Рентна плата за користування надрами для видобування інших корисних копалин загальнодержавного значення;1000;;62.63
01.2024;T;2555200000;13030100;Рентна плата за користування надрами для видобування інших корисних копалин загальнодержавного значення;1000;0;62.63
01.2024;C;2555200000;14021900;Пальне;500000;;32303.15
01.2024;T;2555200000;14021900;Пальне;500000;0;32303.15
01.2024;C;2555200000;14031900;Пальне;1600000;;198038.62
01.2024;T;2555200000;14031900;Пальне;1600000;0;198038.62
01.2024;C;2555200000;14040100;Акцизний податок з реалізації виробниками та/або імпортерами, у тому числі в роздрібній торгівлі тютюнових виробів, тютюну та промислових замінників тютюну, рідин, що використовуються в електронних сигаретах, що оподатковується згідно з підпунктом 213.1.14 пункту 213.1 статті 213 Податкового кодексу України;500000;;53597.54
01.2024;T;2555200000;14040100;Акцизний податок з реалізації виробниками та/або імпортерами, у тому числі в роздрібній торгівлі тютюнових виробів, тютюну та промислових замінників тютюну, рідин, що використовуються в електронних сигаретах, що оподатковується згідно з підпунктом 213.1.14 пункту 213.1 статті 213 Податкового кодексу України;500000;0;53597.54
01.2024;C;2555200000;14040200;Акцизний податок з реалізації суб'єктами господарювання роздрібної торгівлі підакцизних товарів (крім тих, що оподатковуються згідно з підпунктом 213.1.14 пункту 213.1 статті 213 Податкового кодексу України);250000;;29255.3
01.2024;T;2555200000;14040200;Акцизний податок з реалізації суб'єктами господарювання роздрібної торгівлі підакцизних товарів (крім тих, що оподатковуються згідно з підпунктом 213.1.14 пункту 213.1 статті 213 Податкового кодексу України);250000;0;29255.3
01.2024;C;2555200000;18010100;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів житлової нерухомості;10000;;237.18
01.2024;T;2555200000;18010100;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів житлової нерухомості;10000;0;237.18
01.2024;C;2555200000;18010200;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів житлової нерухомості;50000;;0
01.2024;T;2555200000;18010200;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів житлової нерухомості;50000;0;0
