REP_PERIOD;FUND_TYP;COD_BUDGET;COD_INCO;NAME_INC;ZAT_AMT;PLANS_AMT;FAKT_AMT
01.2021;C;25502000000;41051500;Субвенція з місцевого бюджету на здійснення переданих видатків у сфері охорони здоров'я за рахунок коштів медичної субвенції;235500;;0
01.2021;T;25502000000;41051500;Субвенція з місцевого бюджету на здійснення переданих видатків у сфері охорони здоров'я за рахунок коштів медичної субвенції;235500;0;0
01.2021;C;25502000000;41053900;Інші субвенції з місцевого бюджету;131200;;0
01.2021;T;25502000000;41053900;Інші субвенції з місцевого бюджету;131200;0;0
01.2021;S;25502000000;50110000;Цільові фонди, утворені Верховною Радою Автономної Республіки Крим, органами місцевого самоврядування та місцевими органами виконавчої влади;30500;0;50
01.2021;T;25502000000;50110000;Цільові фонди, утворені Верховною Радою Автономної Республіки Крим, органами місцевого самоврядування та місцевими органами виконавчої влади;30500;0;50
01.2021;C;25502000000;11010100;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку у вигляді заробітної плати;20350000;;1597351.64
01.2021;T;25502000000;11010100;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку у вигляді заробітної плати;20350000;0;1597351.64
01.2021;C;25502000000;11010200;Податок на доходи фізичних осіб з грошового забезпечення, грошових винагород та інших виплат, одержаних військовослужбовцями та особами рядового і начальницького складу, що сплачується податковими агентами;51600000;;3033990.63
01.2021;T;25502000000;11010200;Податок на доходи фізичних осіб з грошового забезпечення, грошових винагород та інших виплат, одержаних військовослужбовцями та особами рядового і начальницького складу, що сплачується податковими агентами;51600000;0;3033990.63
01.2021;C;25502000000;11010400;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку інших ніж заробітна плата;257600;;20795.76
01.2021;T;25502000000;11010400;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку інших ніж заробітна плата;257600;0;20795.76
01.2021;C;25502000000;11010500;Податок на доходи фізичних осіб, що сплачується фізичними особами за результатами річного декларування;392800;;61872.89
01.2021;T;25502000000;11010500;Податок на доходи фізичних осіб, що сплачується фізичними особами за результатами річного декларування;392800;0;61872.89
01.2021;C;25502000000;13010100;Рентна плата за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування;3100000;;5144.48
01.2021;T;25502000000;13010100;Рентна плата за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування;3100000;0;5144.48
01.2021;C;25502000000;13010200;Рентна плата за спеціальне використання лісових ресурсів (крім рентної плати за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування);3000000;;12501
01.2021;T;25502000000;13010200;Рентна плата за спеціальне використання лісових ресурсів (крім рентної плати за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування);3000000;0;12501
01.2021;C;25502000000;13030100;Рентна плата за користування надрами для видобування інших корисних копалин загальнодержавного значення;15000;;10.29
01.2021;T;25502000000;13030100;Рентна плата за користування надрами для видобування інших корисних копалин загальнодержавного значення;15000;0;10.29
01.2021;C;25502000000;14040000;Акцизний податок з реалізації суб'єктами господарювання роздрібної торгівлі підакцизних товарів;535400;;42950
01.2021;T;25502000000;14040000;Акцизний податок з реалізації суб'єктами господарювання роздрібної торгівлі підакцизних товарів;535400;0;42950
01.2021;C;25502000000;18010100;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів житлової нерухомості;40000;;566.42
01.2021;T;25502000000;18010100;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів житлової нерухомості;40000;0;566.42
01.2021;C;25502000000;18010200;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів житлової нерухомості;40000;;0
01.2021;T;25502000000;18010200;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів житлової нерухомості;40000;0;0
01.2021;C;25502000000;18010300;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів нежитлової нерухомості;170000;;0
01.2021;T;25502000000;18010300;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів нежитлової нерухомості;170000;0;0
01.2021;C;25502000000;18010400;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів нежитлової нерухомості;70000;;2852.19
01.2021;T;25502000000;18010400;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів нежитлової нерухомості;70000;0;2852.19
01.2021;C;25502000000;18010500;Земельний податок з юридичних осіб;750000;;38900.56
01.2021;T;25502000000;18010500;Земельний податок з юридичних осіб;750000;0;38900.56
01.2021;C;25502000000;18010600;Орендна плата з юридичних осіб;1950000;;101538.79
01.2021;T;25502000000;18010600;Орендна плата з юридичних осіб;1950000;0;101538.79
01.2021;C;25502000000;18010700;Земельний податок з фізичних осіб;50000;;251.89
01.2021;T;25502000000;18010700;Земельний податок з фізичних осіб;50000;0;251.89
01.2021;C;25502000000;18010900;Орендна плата з фізичних осіб;504000;;19123.26
01.2021;T;25502000000;18010900;Орендна плата з фізичних осіб;504000;0;19123.26
01.2021;C;25502000000;18030100;Туристичний збір, сплачений юридичними особами;1500;;0
