REP_PERIOD;FUND_TYP;COD_BUDGET;COD_INCO;NAME_INC;ZAT_AMT;PLANS_AMT;FAKT_AMT
01.2022;C;25528000000;22080400;Надходження від орендної плати за користування майновим комплексом та іншим майном, що перебуває в комунальній власності;300000;;9300.79
01.2022;T;25528000000;22080400;Надходження від орендної плати за користування майновим комплексом та іншим майном, що перебуває в комунальній власності;300000;0;9300.79
01.2022;C;25528000000;22090100;Державне мито, що сплачується за місцем розгляду та оформлення документів, у тому числі за оформлення документів на спадщину і дарування;138000;;10134.75
01.2022;T;25528000000;22090100;Державне мито, що сплачується за місцем розгляду та оформлення документів, у тому числі за оформлення документів на спадщину і дарування;138000;0;10134.75
01.2022;C;25528000000;22090400;Державне мито, пов'язане з видачею та оформленням закордонних паспортів (посвідок) та паспортів громадян України;2000;;136
01.2022;T;25528000000;22090400;Державне мито, пов'язане з видачею та оформленням закордонних паспортів (посвідок) та паспортів громадян України;2000;0;136
01.2022;C;25528000000;24060300;Інші надходження;800000;;57095.8
01.2022;T;25528000000;24060300;Інші надходження;800000;0;57095.8
01.2022;S;25528000000;25010000;Надходження від плати за послуги, що надаються бюджетними установами згідно із законодавством;1655000;1655000;120988.94
01.2022;T;25528000000;25010000;Надходження від плати за послуги, що надаються бюджетними установами згідно із законодавством;1655000;1655000;120988.94
01.2022;S;25528000000;25020000;Інші джерела власних надходжень бюджетних установ;1275500;1275500;75860.47
01.2022;T;25528000000;25020000;Інші джерела власних надходжень бюджетних установ;1275500;1275500;75860.47
01.2022;S;25528000000;31030000;Кошти від відчуження майна, що належить Автономній Республіці Крим та майна, що перебуває в комунальній власності;200000;0;0
01.2022;T;25528000000;31030000;Кошти від відчуження майна, що належить Автономній Республіці Крим та майна, що перебуває в комунальній власності;200000;0;0
01.2022;S;25528000000;33010100;Кошти від продажу земельних ділянок несільськогосподарського призначення, що перебувають у державній або комунальній власності, та земельних ділянок, які знаходяться на території Автономної Республіки Крим;3000000;0;4442
01.2022;T;25528000000;33010100;Кошти від продажу земельних ділянок несільськогосподарського призначення, що перебувають у державній або комунальній власності, та земельних ділянок, які знаходяться на території Автономної Республіки Крим;3000000;0;4442
01.2022;C;25528000000;41020100;Базова дотація;8130700;;677600
01.2022;T;25528000000;41020100;Базова дотація;8130700;0;677600
01.2022;C;25528000000;41033900;Освітня субвенція з державного бюджету місцевим бюджетам;50486000;;3887400
01.2022;T;25528000000;41033900;Освітня субвенція з державного бюджету місцевим бюджетам;50486000;0;3887400
