REP_PERIOD;FUND_TYP;COD_BUDGET;COD_INCO;NAME_INC;ZAT_AMT;PLANS_AMT;FAKT_AMT
01.2022;C;25541000000;41033900;Освітня субвенція з державного бюджету місцевим бюджетам;44454400;;3423000
01.2022;T;25541000000;41033900;Освітня субвенція з державного бюджету місцевим бюджетам;44454400;0;3423000
01.2022;C;25541000000;41051000;Субвенція з місцевого бюджету на здійснення переданих видатків у сфері освіти за рахунок коштів освітньої субвенції;2432620;;187400
01.2022;T;25541000000;41051000;Субвенція з місцевого бюджету на здійснення переданих видатків у сфері освіти за рахунок коштів освітньої субвенції;2432620;0;187400
01.2022;C;25541000000;41051200;Субвенція з місцевого бюджету на надання державної підтримки особам з особливими освітніми потребами за рахунок відповідної субвенції з державного бюджету;411180;;9200
01.2022;T;25541000000;41051200;Субвенція з місцевого бюджету на надання державної підтримки особам з особливими освітніми потребами за рахунок відповідної субвенції з державного бюджету;411180;0;9200
01.2022;S;25541000000;41053600;Субвенція з місцевого бюджету на здійснення природоохоронних заходів;321540;0;0
01.2022;T;25541000000;41053600;Субвенція з місцевого бюджету на здійснення природоохоронних заходів;321540;0;0
01.2022;C;25541000000;41053900;Інші субвенції з місцевого бюджету;501263;;78100
01.2022;T;25541000000;41053900;Інші субвенції з місцевого бюджету;501263;0;78100
01.2022;S;25541000000;50110000;Цільові фонди, утворені Верховною Радою Автономної Республіки Крим, органами місцевого самоврядування та місцевими органами виконавчої влади;342000;0;17695
01.2022;T;25541000000;50110000;Цільові фонди, утворені Верховною Радою Автономної Республіки Крим, органами місцевого самоврядування та місцевими органами виконавчої влади;342000;0;17695
01.2022;C;25541000000;11010100;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку у вигляді заробітної плати;36400000;;2185850.9
01.2022;T;25541000000;11010100;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку у вигляді заробітної плати;36400000;0;2185850.9
01.2022;C;25541000000;11010400;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку інших ніж заробітна плата;4030000;;921218.93
01.2022;T;25541000000;11010400;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку інших ніж заробітна плата;4030000;0;921218.93
01.2022;C;25541000000;11010500;Податок на доходи фізичних осіб, що сплачується фізичними особами за результатами річного декларування;80000;;-266.11
01.2022;T;25541000000;11010500;Податок на доходи фізичних осіб, що сплачується фізичними особами за результатами річного декларування;80000;0;-266.11
01.2022;C;25541000000;13010100;Рентна плата за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування;45000;;0
01.2022;T;25541000000;13010100;Рентна плата за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування;45000;0;0
01.2022;C;25541000000;13010200;Рентна плата за спеціальне використання лісових ресурсів (крім рентної плати за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування);250000;;0
01.2022;T;25541000000;13010200;Рентна плата за спеціальне використання лісових ресурсів (крім рентної плати за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування);250000;0;0
01.2022;C;25541000000;13030100;Рентна плата за користування надрами для видобування інших корисних копалин загальнодержавного значення;120000;;352.94
01.2022;T;25541000000;13030100;Рентна плата за користування надрами для видобування інших корисних копалин загальнодержавного значення;120000;0;352.94
01.2022;C;25541000000;14021900;Пальне;100000;;0
01.2022;T;25541000000;14021900;Пальне;100000;0;0
01.2022;C;25541000000;14031900;Пальне;500000;;0
01.2022;T;25541000000;14031900;Пальне;500000;0;0
01.2022;C;25541000000;14040000;Акцизний податок з реалізації суб'єктами господарювання роздрібної торгівлі підакцизних товарів;5000000;;395234.36
01.2022;T;25541000000;14040000;Акцизний податок з реалізації суб'єктами господарювання роздрібної торгівлі підакцизних товарів;5000000;0;395234.36
01.2022;C;25541000000;18010100;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів житлової нерухомості;15000;;9635.85
01.2022;T;25541000000;18010100;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів житлової нерухомості;15000;0;9635.85
01.2022;C;25541000000;18010200;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів житлової нерухомості;110000;;7138.54
01.2022;T;25541000000;18010200;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів житлової нерухомості;110000;0;7138.54
01.2022;C;25541000000;18010300;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів нежитлової нерухомості;315000;;0
01.2022;T;25541000000;18010300;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів нежитлової нерухомості;315000;0;0
01.2022;C;25541000000;18010400;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів нежитлової нерухомості;1401000;;192333.52
01.2022;T;25541000000;18010400;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів нежитлової нерухомості;1401000;0;192333.52
01.2022;C;25541000000;18010500;Земельний податок з юридичних осіб;860000;;59125.03
01.2022;T;25541000000;18010500;Земельний податок з юридичних осіб;860000;0;59125.03
01.2022;C;25541000000;18010600;Орендна плата з юридичних осіб;6200000;;517052.69
01.2022;T;25541000000;18010600;Орендна плата з юридичних осіб;6200000;0;517052.69
01.2022;C;25541000000;18010700;Земельний податок з фізичних осіб;250000;;12908.87
01.2022;T;25541000000;18010700;Земельний податок з фізичних осіб;250000;0;12908.87
01.2022;C;25541000000;18010900;Орендна плата з фізичних осіб;3500000;;36363.3
01.2022;T;25541000000;18010900;Орендна плата з фізичних осіб;3500000;0;36363.3
01.2022;C;25541000000;18050300;Єдиний податок з юридичних осіб;710000;;19620.51
01.2022;T;25541000000;18050300;Єдиний податок з юридичних осіб;710000;0;19620.51
01.2022;C;25541000000;18050400;Єдиний податок з фізичних осіб;6250000;;757637.9
01.2022;T;25541000000;18050400;Єдиний податок з фізичних осіб;6250000;0;757637.9
01.2022;C;25541000000;18050500;"Єдиний податок з сільськогосподарських товаровиробників, у яких частка сільськогосподарського товаровиробництва за попередній податковий (звітний) рік дорівнює або перевищує 75 відсотків""";3100000;;305365.9
