REP_PERIOD;FUND_TYP;COD_BUDGET;COD_INCO;NAME_INC;ZAT_AMT;PLANS_AMT;FAKT_AMT
01.2023;C;2052200000;11010100;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку у вигляді заробітної плати;0;;72800.92
01.2023;T;2052200000;41040200;Дотація з місцевого бюджету на здійснення переданих з державного бюджету видатків з утримання закладів освіти та охорони здоров'я за рахунок відповідної додаткової дотації з державного бюджету;0;0;63600
01.2023;C;2052200000;11010400;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку інших ніж заробітна плата;0;;6519.39
01.2023;T;2052200000;11010400;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку інших ніж заробітна плата;0;0;6519.39
01.2023;C;2052200000;11010500;Податок на доходи фізичних осіб, що сплачується фізичними особами за результатами річного декларування;0;;582.78
01.2023;T;2052200000;11010500;Податок на доходи фізичних осіб, що сплачується фізичними особами за результатами річного декларування;0;0;582.78
01.2023;C;2052200000;13010200;Рентна плата за спеціальне використання лісових ресурсів (крім рентної плати за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування);0;;5371
01.2023;T;2052200000;13010200;Рентна плата за спеціальне використання лісових ресурсів (крім рентної плати за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування);0;0;5371
01.2023;C;2052200000;13030100;Рентна плата за користування надрами для видобування інших корисних копалин загальнодержавного значення;0;;288.94
01.2023;T;2052200000;13030100;Рентна плата за користування надрами для видобування інших корисних копалин загальнодержавного значення;0;0;288.94
01.2023;C;2052200000;18010100;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів житлової нерухомості;0;;179897.83
01.2023;T;2052200000;18010100;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів житлової нерухомості;0;0;179897.83
01.2023;C;2052200000;18010400;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів нежитлової нерухомості;0;;100541.22
01.2023;T;2052200000;18010400;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів нежитлової нерухомості;0;0;100541.22
01.2023;C;2052200000;18010500;Земельний податок з юридичних осіб;0;;16610.26
01.2023;T;2052200000;18010500;Земельний податок з юридичних осіб;0;0;16610.26
01.2023;C;2052200000;18010600;Орендна плата з юридичних осіб;0;;5240.09
01.2023;T;2052200000;18010600;Орендна плата з юридичних осіб;0;0;5240.09
01.2023;C;2052200000;18010900;Орендна плата з фізичних осіб;0;;190
01.2023;T;2052200000;18010900;Орендна плата з фізичних осіб;0;0;190
01.2023;C;2052200000;18011100;Транспортний податок з юридичних осіб;0;;6250
01.2023;T;2052200000;18011100;Транспортний податок з юридичних осіб;0;0;6250
