REP_PERIOD;FUND_TYP;COD_BUDGET;COD_INCO;NAME_INC;ZAT_AMT;PLANS_AMT;FAKT_AMT
01.2023;C;2555500000;22012500;Плата за надання інших адміністративних послуг;4916;;900.3
01.2023;T;2555500000;22012500;Плата за надання інших адміністративних послуг;4916;0;900.3
01.2023;C;2555500000;22012600;Адміністративний збір за державну реєстрацію речових прав на нерухоме майно та їх обтяжень;907200;;53840
01.2023;T;2555500000;22012600;Адміністративний збір за державну реєстрацію речових прав на нерухоме майно та їх обтяжень;907200;0;53840
01.2023;C;2555500000;22080400;Надходження від орендної плати за користування майновим комплексом та іншим майном, що перебуває в комунальній власності;1019503;;26088.2
01.2023;T;2555500000;22080400;Надходження від орендної плати за користування майновим комплексом та іншим майном, що перебуває в комунальній власності;1019503;0;26088.2
01.2023;C;2555500000;22090100;Державне мито, що сплачується за місцем розгляду та оформлення документів, у тому числі за оформлення документів на спадщину і дарування;60;;3.74
01.2023;T;2555500000;22090100;Державне мито, що сплачується за місцем розгляду та оформлення документів, у тому числі за оформлення документів на спадщину і дарування;60;0;3.74
01.2023;C;2555500000;22130000;Орендна плата за водні об'єкти (їх частини), що надаються в користування на умовах оренди Радою міністрів Автономної Республіки Крим, обласними, районними, Київською та Севастопольською міськими державними адміністраціями, місцевими радами;60;;0
01.2023;T;2555500000;22130000;Орендна плата за водні об'єкти (їх частини), що надаються в користування на умовах оренди Радою міністрів Автономної Республіки Крим, обласними, районними, Київською та Севастопольською міськими державними адміністраціями, місцевими радами;60;0;0
01.2023;C;2555500000;24060300;Інші надходження;2200;;0
01.2023;T;2555500000;24060300;Інші надходження;2200;0;0
01.2023;C;2555500000;24062200;"Кошти за шкоду, що заподіяна на земельних ділянках державної та комунальної власності, які не надані у користування та не передані у власність, внаслідок їх самовільного зайняття, використання не за цільовим призначенням, зняття ґрунтового покриву (родючого шару ґрунту) без спеціального дозволу; відшкодування збитків за погіршення якості ґрунтового покриву тощо та за неодержання доходів у зв'язку з тимчасовим невикористанням земельних ділянок";513;;0
01.2023;T;2555500000;24062200;"Кошти за шкоду, що заподіяна на земельних ділянках державної та комунальної власності, які не надані у користування та не передані у власність, внаслідок їх самовільного зайняття, використання не за цільовим призначенням, зняття ґрунтового покриву (родючого шару ґрунту) без спеціального дозволу; відшкодування збитків за погіршення якості ґрунтового покриву тощо та за неодержання доходів у зв'язку з тимчасовим невикористанням земельних ділянок";513;0;0
01.2023;S;2555500000;25010000;Надходження від плати за послуги, що надаються бюджетними установами згідно із законодавством;325000;325000;26183.08
01.2023;T;2555500000;25010000;Надходження від плати за послуги, що надаються бюджетними установами згідно із законодавством;325000;325000;26183.08
01.2023;C;2555500000;41020100;Базова дотація;18887100;;1573900
01.2023;T;2555500000;41020100;Базова дотація;18887100;0;1573900
01.2023;C;2555500000;41033900;Освітня субвенція з державного бюджету місцевим бюджетам;13159300;;1028300
01.2023;T;2555500000;41033900;Освітня субвенція з державного бюджету місцевим бюджетам;13159300;0;1028300
01.2023;C;2555500000;41051200;Субвенція з місцевого бюджету на надання державної підтримки особам з особливими освітніми потребами за рахунок відповідної субвенції з державного бюджету;13560;;1100
01.2023;T;2555500000;41051200;Субвенція з місцевого бюджету на надання державної підтримки особам з особливими освітніми потребами за рахунок відповідної субвенції з державного бюджету;13560;0;1100
01.2023;C;2555500000;41053900;Інші субвенції з місцевого бюджету;10000;;0
01.2023;T;2555500000;41053900;Інші субвенції з місцевого бюджету;10000;0;0
01.2023;S;2555500000;50110000;Цільові фонди, утворені Верховною Радою Автономної Республіки Крим, органами місцевого самоврядування та місцевими органами виконавчої влади;14000;0;0
01.2023;T;2555500000;50110000;Цільові фонди, утворені Верховною Радою Автономної Республіки Крим, органами місцевого самоврядування та місцевими органами виконавчої влади;14000;0;0
01.2023;C;2555500000;11010100;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку у вигляді заробітної плати;13242590;;1520001.69
01.2023;T;2555500000;11010100;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку у вигляді заробітної плати;13242590;0;1520001.69
01.2023;C;2555500000;11010200;Податок на доходи фізичних осіб з грошового забезпечення, грошових винагород та інших виплат, одержаних військовослужбовцями та особами рядового і начальницького складу, що сплачується податковими агентами;594022;;68651.26
01.2023;T;2555500000;11010200;Податок на доходи фізичних осіб з грошового забезпечення, грошових винагород та інших виплат, одержаних військовослужбовцями та особами рядового і начальницького складу, що сплачується податковими агентами;594022;0;68651.26
01.2023;C;2555500000;11010400;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку інших ніж заробітна плата;261140;;235875.49
01.2023;T;2555500000;11010400;Податок на доходи фізичних осіб, що сплачується податковими агентами, із доходів платника податку інших ніж заробітна плата;261140;0;235875.49
01.2023;C;2555500000;11010500;Податок на доходи фізичних осіб, що сплачується фізичними особами за результатами річного декларування;127720;;-6856.58
01.2023;T;2555500000;11010500;Податок на доходи фізичних осіб, що сплачується фізичними особами за результатами річного декларування;127720;0;-6856.58
01.2023;C;2555500000;11020200;Податок на прибуток підприємств та фінансових установ комунальної власності;40332;;0
01.2023;T;2555500000;11020200;Податок на прибуток підприємств та фінансових установ комунальної власності;40332;0;0
01.2023;C;2555500000;13010100;Рентна плата за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування;56088;;0
01.2023;T;2555500000;13010100;Рентна плата за спеціальне використання лісових ресурсів в частині деревини, заготовленої в порядку рубок головного користування;56088;0;0
